id_cliente,nome_cliente,estado,email,id_venda,id_produto,data_venda,quantidade,preco_unitario,desconto_percent,frete,data_venda_formatada,nome_produto,categoria,preco_custo
50,Pedro  Santos,SP,cliente50@email.com,970.0,31.0,2026-08-27,1.0,470.21,0.0,46.9,27/08/2026,Notebook Pro,Eletrônicos,476.77
51,Maria Souza,SP,cliente51@email.com,11.0,14.0,2024-01-11,3.0,197.06,0.0,15.91,11/01/2024,Mesa,Moveis,245.94
51,Maria Souza,SP,cliente51@email.com,348.0,77.0,2024-12-13,7.0,499.96,10.0,30.65,13/12/2024,Feijão,Alimentos,128.87
51,Maria Souza,SP,cliente51@email.com,814.0,80.0,2026-03-24,3.0,200.73,15.0,19.21,24/03/2026,Carregador,Eletrônicos,270.86
51,Maria Souza,SP,cliente51@email.com,1139.0,52.0,2027-02-12,3.0,334.3,0.0,15.81,12/02/2027,Ficção Científica,Livros,425.09
52,João Silva,ES,cliente52@email.com,455.0,8.0,2025-03-30,3.0,456.5,0.0,15.14,30/03/2025,Notebook,Eletrônicos,273.56
52,João Silva,ES,cliente52@email.com,637.0,37.0,2025-09-28,2.0,157.63,15.0,8.29,28/09/2025,Notebook,Eletrônicos,156.32
52,João Silva,ES,cliente52@email.com,1000.0,59.0,2026-09-26,5.0,205.99,0.0,35.73,26/09/2026,Mesa,Moveis,307.7
53,Carlos José,RJ,cliente53@email.com,120.0,70.0,2024-04-29,2.0,353.47,15.0,14.81,29/04/2024,Carregador,Eletrônicos,222.04
53,Carlos José,RJ,cliente53@email.com,659.0,11.0,2025-10-20,2.0,106.85,5.0,44.13,20/10/2025,Carregador,Eletrônicos,128.98
53,Carlos José,RJ,cliente53@email.com,975.0,10.0,2026-09-01,5.0,176.52,0.0,36.52,01/09/2026,Carregador,Eletrônicos,319.98
53,Carlos José,RJ,cliente53@email.com,1028.0,16.0,2026-10-24,4.0,607.51,0.0,12.68,24/10/2026,Camiseta,Vestuário,220.03
54,Carlos José,SP,cliente54@email.com,150.0,39.0,2024-05-29,0.0,14.28,0.0,25.19,29/05/2024,Carregador,Eletrônicos,137.9
54,Carlos José,SP,cliente54@email.com,318.0,2.0,2025-01-12,7.0,285.69,0.0,28.17,12/01/2025,Fone Pro,Eletrônicos,249.48
55,Ana Paula,MG,cliente55@email.com,185.0,10.0,2024-07-03,1.0,92.24,15.0,38.87,03/07/2024,Carregador,Eletrônicos,319.98
55,Ana Paula,MG,cliente55@email.com,365.0,78.0,2025-12-30,4.0,632.11,5.0,34.55,30/12/2025,Cadeira,Moveis,24.22
55,Ana Paula,MG,cliente55@email.com,870.0,45.0,2026-06-18,6.0,177.61,10.0,3.12,18/06/2026,Ficção Científica,Livros,39.86
55,Ana Paula,MG,cliente55@email.com,1110.0,56.0,2027-01-14,3.0,477.42,0.0,49.21,14/01/2027,Camiseta Pro,Vestuário,151.77
55,Ana Paula,MG,cliente55@email.com,1160.0,49.0,2027-03-05,4.0,494.7,5.0,48.59,05/03/2027,Cadeira,Moveis,130.81
56,Maria Souza,MG,cliente56@email.com,608.0,16.0,2025-08-30,4.0,630.66,5.0,23.78,30/08/2025,Camiseta,Vestuário,220.03
56,Maria Souza,MG,cliente56@email.com,797.0,48.0,2026-03-07,4.0,702.48,10.0,11.95,07/03/2026,Cadeira,Moveis,182.53
56,Maria Souza,MG,cliente56@email.com,1092.0,78.0,2027-01-26,2.0,177.69,0.0,6.21,26/01/2027,Cadeira,Moveis,24.22
57,João Silva,ES,cliente57@email.com,174.0,49.0,2024-07-22,3.0,361.95,0.0,38.76,22/07/2024,Cadeira,Moveis,130.81
57,João Silva,ES,cliente57@email.com,361.0,48.0,2024-11-26,4.0,217.12,5.0,19.48,26/11/2024,Cadeira,Moveis,182.53
57,João Silva,ES,cliente57@email.com,979.0,60.0,2026-09-05,1.0,197.86,10.0,34.34,05/09/2026,Camiseta,Vestuário,45.39
58,Ana Paula,SP,cliente58@email.com,105.0,3.0,2024-04-14,5.0,341.76,0.0,11.79,14/04/2024,Arroz,Alimentos,93.52
58,Ana Paula,SP,cliente58@email.com,472.0,32.0,2025-04-16,0.0,214.32,0.0,21.28,16/04/2025,Notebook,Eletrônicos,168.72
58,Ana Paula,SP,cliente58@email.com,799.0,51.0,2026-03-09,100.0,545.43,15.0,43.54,09/03/2026,Romance,Livros,164.66
58,Ana Paula,SP,cliente58@email.com,1158.0,48.0,2027-03-03,3.0,173.35,0.0,21.16,03/03/2027,Cadeira,Moveis,182.53
59,Pedro  Santos,SP,cliente59@email.com,297.0,45.0,2024-10-23,3.0,236.62,10.0,30.65,23/10/2024,Ficção Científica,Livros,39.86
59,Pedro  Santos,SP,cliente59@email.com,358.0,29.0,2024-11-23,4.0,299.33,0.0,31.39,23/11/2024,Feijão,Alimentos,442.33
59,Pedro  Santos,SP,cliente59@email.com,575.0,52.0,2025-07-28,4.0,448.26,0.0,24.11,28/07/2025,Ficção Científica,Livros,425.09
59,Pedro  Santos,SP,cliente59@email.com,672.0,40.0,2025-11-02,4.0,344.76,5.0,37.76,02/11/2025,Cadeira,Moveis,245.21
59,Pedro  Santos,SP,cliente59@email.com,698.0,63.0,2025-11-28,6.0,457.76,0.0,34.62,28/11/2025,Romance,Livros,101.17
59,Pedro  Santos,SP,cliente59@email.com,747.0,80.0,2026-01-16,5.0,464.68,10.0,33.02,16/01/2026,Carregador,Eletrônicos,270.86
60,Ana Paula,RJ,cliente60@email.com,362.0,33.0,2024-12-27,7.0,245.22,0.0,34.57,27/12/2024,Calça Jeans,Vestuário,278.62
60,Ana Paula,RJ,cliente60@email.com,399.0,65.0,2025-02-02,6.0,359.69,15.0,14.57,02/02/2025,Romance,Livros,201.41
60,Ana Paula,RJ,cliente60@email.com,1083.0,23.0,2026-11-18,3.0,384.68,0.0,46.51,18/11/2026,Mesa,Moveis,288.14
61,Ana Paula,SP,cliente61@email.com,701.0,78.0,2025-12-01,5.0,660.7,10.0,18.09,01/12/2025,Cadeira,Moveis,24.22
61,Ana Paula,SP,cliente61@email.com,921.0,34.0,2026-07-09,2.0,365.14,5.0,41.2,09/07/2026,Ficção Científica,Livros,288.28
62,Maria Souza,ES,cliente62@email.com,25.0,17.0,2024-01-25,4.0,181.88,0.0,20.99,25/01/2024,Calça Jeans,Vestuário,178.29
62,Maria Souza,ES,cliente62@email.com,578.0,14.0,2025-07-31,4.0,33.37,0.0,39.48,31/07/2025,Mesa,Moveis,245.94
62,Maria Souza,ES,cliente62@email.com,601.0,50.0,2025-08-23,5.0,128.47,15.0,12.1,23/08/2025,Notebook,Eletrônicos,151.17
62,Maria Souza,ES,cliente62@email.com,907.0,66.0,2026-06-25,6.0,294.9,10.0,33.98,25/06/2026,Feijão Premium,Alimentos,30.13
62,Maria Souza,ES,cliente62@email.com,954.0,14.0,2026-08-11,0.0,428.44,5.0,40.66,11/08/2026,Mesa,Moveis,245.94
63,Pedro  Santos,MG,cliente63@email.com,367.0,48.0,2025-01-01,3.0,364.58,0.0,48.85,01/01/2025,Cadeira,Moveis,182.53
63,Pedro  Santos,MG,cliente63@email.com,372.0,60.0,2025-03-07,1.0,393.36,0.0,37.5,07/03/2025,Camiseta,Vestuário,45.39
63,Pedro  Santos,MG,cliente63@email.com,481.0,66.0,2025-04-25,2.0,631.38,0.0,14.17,25/04/2025,Feijão Premium,Alimentos,30.13
63,Pedro  Santos,MG,cliente63@email.com,985.0,22.0,2026-09-11,3.0,110.58,15.0,17.73,11/09/2026,Notebook,Eletrônicos,252.1
63,Pedro  Santos,MG,cliente63@email.com,1064.0,52.0,2026-11-29,1.0,159.44,0.0,12.05,29/11/2026,Ficção Científica,Livros,425.09
64,Ana Paula,SP,cliente64@email.com,503.0,6.0,2025-05-17,4.0,404.57,15.0,0.59,17/05/2025,Calça Jeans,Vestuário,361.87
64,Ana Paula,SP,cliente64@email.com,690.0,32.0,2025-11-20,0.0,459.15,10.0,23.96,20/11/2025,Notebook,Eletrônicos,168.72
64,Ana Paula,SP,cliente64@email.com,702.0,73.0,2026-12-02,3.0,102.86,5.0,8.54,02/12/2026,Romance,Livros,81.75
65,João Silva,ES,cliente65@email.com,57.0,42.0,2025-02-25,1.0,300.48,0.0,19.4,25/02/2025,Cadeira Pro,Moveis,200.37
65,João Silva,ES,cliente65@email.com,376.0,40.0,2025-01-10,5.0,76.34,0.0,12.21,10/01/2025,Cadeira,Moveis,245.21
65,João Silva,ES,cliente65@email.com,986.0,27.0,2026-09-12,1.0,258.62,10.0,47.57,12/09/2026,Smartphone,Eletrônicos,237.62
65,João Silva,ES,cliente65@email.com,1090.0,19.0,2026-12-25,7.0,251.9,0.0,10.33,25/12/2026,Romance,Livros,336.12
65,João Silva,ES,cliente65@email.com,1142.0,18.0,2027-02-15,3.0,95.74,0.0,47.69,15/02/2027,Camiseta Premium,Vestuário,324.33
66,João Silva,SP,cliente66@email.com,182.0,999.0,2024-06-30,4.0,87.9,10.0,26.52,30/06/2024,,,
66,João Silva,SP,cliente66@email.com,818.0,58.0,2026-05-27,3.0,672.93,5.0,0.5,27/05/2026,Romance,Livros,131.82
67,Carlos José,SP,cliente67@email.com,953.0,37.0,2026-08-10,2.0,675.73,0.0,8.97,10/08/2026,Notebook,Eletrônicos,156.32
67,Carlos José,SP,cliente67@email.com,1073.0,49.0,2026-12-08,5.0,672.99,5.0,39.24,08/12/2026,Cadeira,Moveis,130.81
68,Pedro  Santos,MG,cliente68@email.com,183.0,80.0,2024-07-01,1.0,316.76,5.0,29.94,01/07/2024,Carregador,Eletrônicos,270.86
68,Pedro  Santos,MG,cliente68@email.com,283.0,23.0,2024-10-09,4.0,393.47,0.0,23.82,09/10/2024,Mesa,Moveis,288.14
68,Pedro  Santos,MG,cliente68@email.com,462.0,62.0,2025-04-06,5.0,101.08,0.0,13.42,06/04/2025,Calça Jeans,Vestuário,315.81
68,Pedro  Santos,MG,cliente68@email.com,1065.0,32.0,2026-11-30,1.0,652.92,0.0,24.88,30/11/2026,Notebook,Eletrônicos,168.72
69,Pedro  Santos,RJ,cliente69@email.com,338.0,75.0,2025-01-02,2.0,165.31,0.0,14.93,02/01/2025,Cadeira Pro,Moveis,420.27
69,Pedro  Santos,RJ,cliente69@email.com,377.0,19.0,2025-01-11,1.0,432.85,0.0,21.54,11/01/2025,Romance,Livros,336.12
69,Pedro  Santos,RJ,cliente69@email.com,602.0,5.0,2025-08-24,3.0,229.13,0.0,21.63,24/08/2025,Fone Premium,Eletrônicos,373.36
69,Pedro  Santos,RJ,cliente69@email.com,804.0,63.0,2026-03-14,3.0,190.09,0.0,12.53,14/03/2026,Romance,Livros,101.17
69,Pedro  Santos,RJ,cliente69@email.com,930.0,19.0,2026-07-18,2.0,98.82,15.0,5.12,18/07/2026,Romance,Livros,336.12
69,Pedro  Santos,RJ,cliente69@email.com,1061.0,80.0,2026-11-26,2.0,563.27,0.0,5.56,26/11/2026,Carregador,Eletrônicos,270.86
69,Pedro  Santos,RJ,cliente69@email.com,1179.0,75.0,2027-04-23,5.0,367.83,0.0,45.45,23/04/2027,Cadeira Pro,Moveis,420.27
70,Carlos José,SP,cliente70@email.com,713.0,57.0,2025-12-13,2.0,315.09,5.0,17.67,13/12/2025,Mesa,Moveis,212.79
71,Ana Paula,RJ,cliente71@email.com,453.0,52.0,2025-03-28,3.0,420.33,0.0,45.36,28/03/2025,Ficção Científica,Livros,425.09
71,Ana Paula,RJ,cliente71@email.com,553.0,78.0,2025-07-06,6.0,197.85,0.0,31.63,06/07/2025,Cadeira,Moveis,24.22
71,Ana Paula,RJ,cliente71@email.com,631.0,64.0,2025-10-22,2.0,592.38,15.0,18.56,22/10/2025,Fone,Eletrônicos,40.12
71,Ana Paula,RJ,cliente71@email.com,829.0,57.0,2026-04-08,2.0,445.29,20.0,21.57,08/04/2026,Mesa,Moveis,212.79
71,Ana Paula,RJ,cliente71@email.com,1020.0,18.0,2026-10-16,4.0,349.35,0.0,0.4,16/10/2026,Camiseta Premium,Vestuário,324.33
72,Pedro  Santos,RJ,cliente72@email.com,15.0,47.0,2024-01-15,3.0,322.96,10.0,15.2,15/01/2024,Mesa,Moveis,337.22
72,Pedro  Santos,RJ,cliente72@email.com,21.0,3.0,2024-01-21,4.0,224.16,0.0,7.76,21/01/2024,Arroz,Alimentos,93.52
72,Pedro  Santos,RJ,cliente72@email.com,48.0,62.0,2024-02-17,2.0,408.08,15.0,10.1,17/02/2024,Calça Jeans,Vestuário,315.81
72,Pedro  Santos,RJ,cliente72@email.com,179.0,71.0,2024-08-26,0.0,654.84,15.0,19.25,26/08/2024,Fone,Eletrônicos,337.65
72,Pedro  Santos,RJ,cliente72@email.com,238.0,75.0,2024-08-25,3.0,431.46,0.0,43.8,25/08/2024,Cadeira Pro,Moveis,420.27
73,João Silva,SP,cliente73@email.com,315.0,69.0,2024-11-10,100.0,126.52,10.0,4.17,10/11/2024,Carregador Pro,Eletrônicos,291.54
73,João Silva,SP,cliente73@email.com,373.0,63.0,2025-01-07,3.0,188.39,0.0,13.78,07/01/2025,Romance,Livros,101.17
73,João Silva,SP,cliente73@email.com,562.0,47.0,2025-07-15,1.0,385.54,10.0,17.78,15/07/2025,Mesa,Moveis,337.22
73,João Silva,SP,cliente73@email.com,696.0,1.0,2025-11-26,2.0,606.45,10.0,46.62,26/11/2025,Romance Pro,Livros,13.95
73,João Silva,SP,cliente73@email.com,1086.0,34.0,2026-12-21,2.0,314.86,0.0,9.94,21/12/2026,Ficção Científica,Livros,288.28
74,João Silva,SP,cliente74@email.com,240.0,45.0,2024-08-27,2.0,264.27,0.0,26.77,27/08/2024,Ficção Científica,Livros,39.86
74,João Silva,SP,cliente74@email.com,310.0,40.0,2024-11-05,3.0,8.57,0.0,48.19,05/11/2024,Cadeira,Moveis,245.21
74,João Silva,SP,cliente74@email.com,532.0,44.0,2025-06-15,8.0,67.13,20.0,6.0,15/06/2025,Fone,Eletrônicos,465.36
74,João Silva,SP,cliente74@email.com,622.0,3.0,2025-09-13,3.0,276.36,10.0,8.74,13/09/2025,Arroz,Alimentos,93.52
75,Maria Souza,ES,cliente75@email.com,906.0,28.0,2026-05-25,7.0,282.6,15.0,22.97,25/05/2026,Ficção Científica Pro,Livros,143.38
76,Pedro  Santos,MG,cliente76@email.com,167.0,8.0,2024-06-15,1.0,149.63,10.0,24.48,15/06/2024,Notebook,Eletrônicos,273.56
76,Pedro  Santos,MG,cliente76@email.com,1087.0,33.0,2026-12-22,1.0,451.98,15.0,42.73,22/12/2026,Calça Jeans,Vestuário,278.62
77,Ana Paula,MG,cliente77@email.com,24.0,80.0,2024-02-23,5.0,440.12,0.0,2.13,23/02/2024,Carregador,Eletrônicos,270.86
77,Ana Paula,MG,cliente77@email.com,108.0,7.0,2024-04-17,3.0,332.2,10.0,16.65,17/04/2024,Camiseta,Vestuário,157.49
78,Carlos José,RJ,cliente78@email.com,134.0,16.0,2024-07-12,4.0,194.56,0.0,39.25,12/07/2024,Camiseta,Vestuário,220.03
78,Carlos José,RJ,cliente78@email.com,152.0,38.0,2024-06-30,3.0,351.27,0.0,18.47,30/06/2024,Ficção Científica,Livros,99.5
78,Carlos José,RJ,cliente78@email.com,178.0,65.0,2024-06-26,3.0,206.88,5.0,28.79,26/06/2024,Romance,Livros,201.41
78,Carlos José,RJ,cliente78@email.com,199.0,31.0,2024-07-17,3.0,64.28,5.0,36.15,17/07/2024,Notebook Pro,Eletrônicos,476.77
78,Carlos José,RJ,cliente78@email.com,493.0,40.0,2025-04-07,1.0,203.64,0.0,18.79,07/04/2025,Cadeira,Moveis,245.21
78,Carlos José,RJ,cliente78@email.com,609.0,60.0,2025-10-30,0.0,470.63,0.0,14.97,30/10/2025,Camiseta,Vestuário,45.39
78,Carlos José,RJ,cliente78@email.com,796.0,69.0,2026-03-06,4.0,326.77,0.0,34.81,06/03/2026,Carregador Pro,Eletrônicos,291.54
78,Carlos José,RJ,cliente78@email.com,1089.0,45.0,2027-01-23,5.0,674.34,20.0,8.08,23/01/2027,Ficção Científica,Livros,39.86
78,Carlos José,RJ,cliente78@email.com,1109.0,78.0,2027-01-13,2.0,264.74,0.0,48.46,13/01/2027,Cadeira,Moveis,24.22
79,Carlos José,MG,cliente79@email.com,33.0,26.0,2025-02-01,1.0,471.59,0.0,4.29,01/02/2025,Ficção Científica,Livros,497.3
79,Carlos José,MG,cliente79@email.com,432.0,40.0,2025-03-07,1.0,385.98,0.0,28.28,07/03/2025,Cadeira,Moveis,245.21
79,Carlos José,MG,cliente79@email.com,787.0,66.0,2026-02-25,4.0,678.18,0.0,10.83,25/02/2026,Feijão Premium,Alimentos,30.13
79,Carlos José,MG,cliente79@email.com,831.0,67.0,2026-06-09,2.0,257.92,5.0,44.83,09/06/2026,Mesa Pro,Moveis,443.88
79,Carlos José,MG,cliente79@email.com,978.0,8.0,2026-11-03,2.0,373.05,0.0,30.49,03/11/2026,Notebook,Eletrônicos,273.56
80,Ana Paula,SP,cliente80@email.com,743.0,65.0,2025-12-13,5.0,89.04,5.0,45.4,13/12/2025,Romance,Livros,201.41
80,Ana Paula,SP,cliente80@email.com,770.0,2.0,2026-02-08,2.0,311.9,5.0,41.08,08/02/2026,Fone Pro,Eletrônicos,249.48
80,Ana Paula,SP,cliente80@email.com,798.0,40.0,2026-05-07,4.0,565.91,10.0,5.93,07/05/2026,Cadeira,Moveis,245.21
81,Maria Souza,MG,cliente81@email.com,83.0,7.0,2024-05-22,4.0,214.27,0.0,23.41,22/05/2024,Camiseta,Vestuário,157.49
81,Maria Souza,MG,cliente81@email.com,329.0,50.0,2024-11-24,1.0,494.41,5.0,40.1,24/11/2024,Notebook,Eletrônicos,151.17
81,Maria Souza,MG,cliente81@email.com,564.0,78.0,2025-07-17,4.0,725.27,10.0,5.91,17/07/2025,Cadeira,Moveis,24.22
81,Maria Souza,MG,cliente81@email.com,667.0,34.0,2025-11-27,2.0,74.66,0.0,12.65,27/11/2025,Ficção Científica,Livros,288.28
82,Carlos José,SP,cliente82@email.com,137.0,55.0,2024-07-15,2.0,485.76,0.0,19.13,15/07/2024,Camiseta,Vestuário,278.65
82,Carlos José,SP,cliente82@email.com,616.0,6.0,2025-11-06,2.0,254.59,0.0,27.36,06/11/2025,Calça Jeans,Vestuário,361.87
82,Carlos José,SP,cliente82@email.com,858.0,48.0,2026-04-07,3.0,337.35,5.0,18.78,07/04/2026,Cadeira,Moveis,182.53
83,Pedro  Santos,MG,cliente83@email.com,53.0,78.0,2024-02-22,4.0,580.08,0.0,21.54,22/02/2024,Cadeira,Moveis,24.22
83,Pedro  Santos,MG,cliente83@email.com,805.0,48.0,2026-03-15,2.0,8.38,10.0,15.56,15/03/2026,Cadeira,Moveis,182.53
83,Pedro  Santos,MG,cliente83@email.com,942.0,70.0,2026-07-30,3.0,446.21,0.0,32.6,30/07/2026,Carregador,Eletrônicos,222.04
83,Pedro  Santos,MG,cliente83@email.com,1034.0,45.0,2026-10-30,2.0,9.67,0.0,26.29,30/10/2026,Ficção Científica,Livros,39.86
84,Maria Souza,ES,cliente84@email.com,168.0,79.0,2024-06-16,4.0,548.34,0.0,19.54,16/06/2024,Smartphone,Eletrônicos,155.12
84,Maria Souza,ES,cliente84@email.com,450.0,50.0,2025-05-24,1.0,102.18,0.0,48.28,24/05/2025,Notebook,Eletrônicos,151.17
84,Maria Souza,ES,cliente84@email.com,565.0,26.0,2025-07-18,4.0,540.61,0.0,15.53,18/07/2025,Ficção Científica,Livros,497.3
84,Maria Souza,ES,cliente84@email.com,570.0,36.0,2025-09-21,1.0,598.66,5.0,46.03,21/09/2025,Ficção Científica Pro,Livros,42.3
84,Maria Souza,ES,cliente84@email.com,697.0,5.0,2025-11-27,2.0,676.57,10.0,7.34,27/11/2025,Fone Premium,Eletrônicos,373.36
85,Pedro  Santos,SP,cliente85@email.com,3.0,47.0,2024-02-02,5.0,447.75,15.0,27.82,02/02/2024,Mesa,Moveis,337.22
85,Pedro  Santos,SP,cliente85@email.com,72.0,33.0,2024-03-12,4.0,713.99,0.0,14.96,12/03/2024,Calça Jeans,Vestuário,278.62
85,Pedro  Santos,SP,cliente85@email.com,390.0,79.0,2025-01-24,3.0,166.58,0.0,25.36,24/01/2025,Smartphone,Eletrônicos,155.12
85,Pedro  Santos,SP,cliente85@email.com,660.0,8.0,2025-10-21,1.0,437.82,0.0,14.85,21/10/2025,Notebook,Eletrônicos,273.56
87,Maria Souza,SP,cliente87@email.com,115.0,43.0,2024-03-25,3.0,460.14,10.0,2.47,25/03/2024,Carregador,Eletrônicos,422.89
87,Maria Souza,SP,cliente87@email.com,306.0,54.0,2024-11-01,5.0,418.79,0.0,10.9,01/11/2024,Fone,Eletrônicos,355.91
87,Maria Souza,SP,cliente87@email.com,419.0,41.0,2025-02-22,2.0,113.24,20.0,48.56,22/02/2025,Smartphone,Eletrônicos,189.48
87,Maria Souza,SP,cliente87@email.com,885.0,50.0,2027-06-03,3.0,525.78,0.0,1.0,03/06/2027,Notebook,Eletrônicos,151.17
87,Maria Souza,SP,cliente87@email.com,952.0,36.0,2026-08-09,2.0,489.34,5.0,40.3,09/08/2026,Ficção Científica Pro,Livros,42.3
87,Maria Souza,SP,cliente87@email.com,1103.0,80.0,2027-01-07,3.0,79.88,5.0,43.71,07/01/2027,Carregador,Eletrônicos,270.86
88,Carlos José,ES,cliente88@email.com,,,,,,,,,,,
89,Maria Souza,SP,cliente89@email.com,,,,,,,,,,,
90,Maria Souza,SP,cliente90@email.com,154.0,24.0,2024-06-02,1.0,433.12,10.0,28.59,02/06/2024,Calça Jeans,Vestuário,385.43
90,Maria Souza,SP,cliente90@email.com,495.0,35.0,2025-05-09,2.0,367.63,15.0,47.1,09/05/2025,Carregador,Eletrônicos,490.26
90,Maria Souza,SP,cliente90@email.com,1101.0,27.0,2027-02-04,1.0,487.09,0.0,35.06,04/02/2027,Smartphone,Eletrônicos,237.62
90,Maria Souza,SP,cliente90@email.com,1197.0,65.0,2027-04-11,3.0,439.62,10.0,7.04,11/04/2027,Romance,Livros,201.41
91,Maria Souza,RJ,cliente91@email.com,271.0,31.0,2024-11-26,6.0,146.06,0.0,5.92,26/11/2024,Notebook Pro,Eletrônicos,476.77
91,Maria Souza,RJ,cliente91@email.com,395.0,62.0,2025-01-29,4.0,627.29,10.0,10.02,29/01/2025,Calça Jeans,Vestuário,315.81
91,Maria Souza,RJ,cliente91@email.com,1182.0,66.0,2027-03-27,5.0,102.96,0.0,44.25,27/03/2027,Feijão Premium,Alimentos,30.13
92,Maria Souza,RJ,cliente92@email.com,205.0,54.0,2024-07-23,0.0,354.96,0.0,3.94,23/07/2024,Fone,Eletrônicos,355.91
92,Maria Souza,RJ,cliente92@email.com,486.0,74.0,2025-04-30,4.0,239.91,0.0,16.29,30/04/2025,Smartphone,Eletrônicos,491.01
92,Maria Souza,RJ,cliente92@email.com,569.0,68.0,2025-07-22,2.0,664.01,10.0,5.58,22/07/2025,Cadeira,Moveis,18.67
92,Maria Souza,RJ,cliente92@email.com,896.0,41.0,2026-06-14,4.0,231.53,20.0,34.17,14/06/2026,Smartphone,Eletrônicos,189.48
92,Maria Souza,RJ,cliente92@email.com,946.0,57.0,2026-08-03,4.0,417.64,0.0,29.42,03/08/2026,Mesa,Moveis,212.79
93,Pedro  Santos,SP,cliente93@email.com,810.0,56.0,2026-03-20,2.0,499.51,0.0,10.37,20/03/2026,Camiseta Pro,Vestuário,151.77
93,Pedro  Santos,SP,cliente93@email.com,875.0,24.0,2026-05-24,1.0,189.78,0.0,15.66,24/05/2026,Calça Jeans,Vestuário,385.43
94,João Silva,ES,cliente94@email.com,94.0,56.0,2024-04-03,2.0,252.91,0.0,43.62,03/04/2024,Camiseta Pro,Vestuário,151.77
94,João Silva,ES,cliente94@email.com,171.0,43.0,2024-06-19,6.0,417.2,10.0,24.76,19/06/2024,Carregador,Eletrônicos,422.89
94,João Silva,ES,cliente94@email.com,173.0,63.0,2024-06-21,2.0,298.54,10.0,23.68,21/06/2024,Romance,Livros,101.17
94,João Silva,ES,cliente94@email.com,339.0,10.0,2024-12-04,4.0,395.35,0.0,27.15,04/12/2024,Carregador,Eletrônicos,319.98
95,Ana Paula,RJ,cliente95@email.com,689.0,66.0,2025-11-19,5.0,506.63,20.0,4.39,19/11/2025,Feijão Premium,Alimentos,30.13
95,Ana Paula,RJ,cliente95@email.com,923.0,19.0,2026-07-11,5.0,691.59,0.0,14.76,11/07/2026,Romance,Livros,336.12
96,Maria Souza,RJ,cliente96@email.com,298.0,47.0,2024-10-24,2.0,214.38,5.0,8.62,24/10/2024,Mesa,Moveis,337.22
96,Maria Souza,RJ,cliente96@email.com,731.0,58.0,2025-12-31,2.0,55.8,15.0,5.11,31/12/2025,Romance,Livros,131.82
96,Maria Souza,RJ,cliente96@email.com,916.0,15.0,2026-07-04,1.0,460.62,0.0,12.39,04/07/2026,Carregador,Eletrônicos,453.52
98,Maria Souza,SP,cliente98@email.com,176.0,9.0,2024-06-24,2.0,646.43,20.0,32.48,24/06/2024,Feijão,Alimentos,256.86
98,Maria Souza,SP,cliente98@email.com,354.0,57.0,2024-12-19,0.0,439.19,5.0,30.71,19/12/2024,Mesa,Moveis,212.79
98,Maria Souza,SP,cliente98@email.com,440.0,76.0,2025-03-15,1.0,541.78,0.0,6.99,15/03/2025,Cadeira,Moveis,430.9
98,Maria Souza,SP,cliente98@email.com,477.0,68.0,2025-04-21,6.0,523.95,5.0,9.83,21/04/2025,Cadeira,Moveis,18.67
98,Maria Souza,SP,cliente98@email.com,577.0,27.0,2025-07-30,2.0,147.65,0.0,30.8,30/07/2025,Smartphone,Eletrônicos,237.62
98,Maria Souza,SP,cliente98@email.com,822.0,77.0,2026-05-01,0.0,499.82,10.0,21.81,01/05/2026,Feijão,Alimentos,128.87
99,Carlos José,RJ,cliente99@email.com,9.0,37.0,2024-03-09,0.0,226.42,15.0,21.22,09/03/2024,Notebook,Eletrônicos,156.32
99,Carlos José,RJ,cliente99@email.com,121.0,2.0,2024-04-30,0.0,257.45,5.0,20.76,30/04/2024,Fone Pro,Eletrônicos,249.48
99,Carlos José,RJ,cliente99@email.com,214.0,2.0,2024-08-01,2.0,42.28,0.0,14.22,01/08/2024,Fone Pro,Eletrônicos,249.48
99,Carlos José,RJ,cliente99@email.com,392.0,31.0,2025-02-25,3.0,483.06,0.0,8.93,25/02/2025,Notebook Pro,Eletrônicos,476.77
99,Carlos José,RJ,cliente99@email.com,679.0,50.0,2025-12-09,1.0,579.33,0.0,38.31,09/12/2025,Notebook,Eletrônicos,151.17
100,Pedro  Santos,ES,cliente100@email.com,202.0,21.0,2024-09-18,4.0,292.42,5.0,2.0,18/09/2024,Cadeiranan,Livros,118.94
100,Pedro  Santos,ES,cliente100@email.com,869.0,39.0,2026-05-18,2.0,352.53,0.0,31.91,18/05/2026,Carregador,Eletrônicos,137.9
101,Carlos José,ES,cliente101@email.com,91.0,52.0,2024-04-30,3.0,166.46,15.0,49.44,30/04/2024,Ficção Científica,Livros,425.09
101,Carlos José,ES,cliente101@email.com,483.0,66.0,2025-04-27,5.0,178.93,5.0,39.54,27/04/2025,Feijão Premium,Alimentos,30.13
101,Carlos José,ES,cliente101@email.com,508.0,7.0,2025-06-21,0.0,363.67,5.0,39.56,21/06/2025,Camiseta,Vestuário,157.49
102,Ana Paula,SP,cliente102@email.com,126.0,59.0,2024-07-04,3.0,291.0,10.0,36.68,04/07/2024,Mesa,Moveis,307.7
102,Ana Paula,SP,cliente102@email.com,189.0,27.0,2024-09-05,4.0,160.87,15.0,36.91,05/09/2024,Smartphone,Eletrônicos,237.62
102,Ana Paula,SP,cliente102@email.com,311.0,20.0,2025-11-06,3.0,643.52,0.0,46.54,06/11/2025,Romance,Livros,432.76
