id_venda,id_produto,id_cliente,data_venda,quantidade,preco_unitario,desconto_percent,frete,data_venda_formatada,nome_produto,categoria,preco_custo,nome_cliente,estado,email
199,31,78,2024-07-17,3.0,64.28,5.0,36.15,17/07/2024,Notebook Pro,,476.77,Carlos José,RJ,cliente78@email.com
200,10,38,2024-07-18,6.0,60.83,10.0,20.98,18/07/2024,Carregador,Eletrônicos,319.98,,,
201,49,28,2024-07-19,6.0,411.92,0.0,4.83,19/07/2024,Cadeira,Vestuário,130.81,João Silva,RJ,cliente28@email.com
202,21,100,2024-09-18,4.0,292.42,5.0,2.0,18/09/2024,Cadeiranan,,118.94,Pedro  Santos,ES,cliente100@email.com
203,53,294,2024-09-19,5.0,581.98,5.0,23.95,19/09/2024,Carregador,Casa,72.63,,,
204,76,124,2024-06-22,3.0,566.9,10.0,29.96,22/06/2024,Cadeira,Vestuário,430.9,João Silva,SP,cliente124@email.com
205,54,92,2024-07-23,0.0,354.96,0.0,3.94,23/07/2024,Fone,Vestuário,355.91,Maria Souza,RJ,cliente92@email.com
206,57,255,2024-07-24,0.0,319.56,5.0,14.35,24/07/2024,Mesa,Casa,212.79,Ana Paula,MG,cliente255@email.com
207,20,97,2024-07-25,7.0,465.52,0.0,16.1,25/07/2024,Romance,Vestuário,432.76,,,
208,49,6,2024-07-26,3.0,554.19,15.0,28.14,26/07/2024,Cadeira,Vestuário,130.81,Maria Souza,MG,cliente6@email.com
209,7,169,2024-07-27,8.0,104.34,0.0,13.92,27/07/2024,Camiseta,Eletrônicos,157.49,Ana Paula,MG,cliente169@email.com
210,29,271,2024-07-28,2.0,121.18,0.0,4.78,28/07/2024,Feijão,Vestuário,442.33,Maria Souza,MG,cliente271@email.com
211,48,108,2024-08-28,4.0,683.63,10.0,8.24,28/08/2024,Cadeira,Eletrônicos,182.53,Maria Souza,ES,cliente108@email.com
212,13,299,2024-07-30,3.0,21.59,20.0,8.7,30/07/2024,Fone,Vestuário,489.55,Ana Paula,MG,cliente299@email.com
213,3,47,2024-07-31,5.0,499.46,5.0,42.13,31/07/2024,Arroz,Eletrônicos,93.52,Ana Paula,SP,cliente47@email.com
214,2,99,2024-08-01,2.0,42.28,0.0,14.22,01/08/2024,Fone Pro,Eletrônicos,249.48,Carlos José,RJ,cliente99@email.com
215,16,14,2024-08-02,0.0,315.28,0.0,35.73,02/08/2024,Camiseta,Vestuário,220.03,João Silva,RJ,cliente14@email.com
216,6,194,2024-08-03,1.0,210.06,0.0,28.39,03/08/2024,Calça Jeans,Eletrônicos,361.87,Ana Paula,SP,cliente194@email.com
217,45,157,2024-07-05,4.0,614.37,0.0,48.85,05/07/2024,Ficção Científica,Livros,39.86,,,
218,71,154,2024-08-05,5.0,397.61,0.0,13.64,05/08/2024,Fone,Alimentos,337.65,Carlos José,SP,cliente154@email.com
219,5,115,2024-08-06,4.0,195.18,0.0,7.92,06/08/2024,Fone Premium,Eletrônicos,373.36,Maria Souza,MG,cliente115@email.com
220,56,258,2024-08-07,3.0,722.64,10.0,2.6,07/08/2024,Camiseta Pro,Casa,151.77,Ana Paula,SP,cliente258@email.com
221,71,145,2024-10-07,4.0,484.63,5.0,12.05,07/10/2024,Fone,Alimentos,337.65,Pedro  Santos,ES,cliente145@email.com
222,32,291,2024-07-10,7.0,517.3,10.0,34.2,10/07/2024,Notebook,Eletrônicos,168.72,João Silva,SP,cliente291@email.com
223,49,10,2024-09-09,2.0,233.11,5.0,4.26,09/09/2024,Cadeira,Vestuário,130.81,,,
224,13,214,2024-08-11,1.0,49.73,15.0,12.24,11/08/2024,Fone,Vestuário,489.55,Ana Paula,SP,cliente214@email.com
225,30,233,2024-08-12,4.0,289.83,0.0,42.77,12/08/2024,Calça Jeans,Livros,375.12,João Silva,SP,cliente233@email.com
226,25,171,2024-08-13,2.0,515.8,15.0,29.15,13/08/2024,Carregador,Eletrônicos,26.58,Carlos José,RJ,cliente171@email.com
227,60,21,2024-07-15,5.0,76.52,0.0,3.48,15/07/2024,Camiseta,Eletrônicos,45.39,Carlos José,MG,cliente21@email.com
228,59,15,2024-09-14,0.0,22.26,0.0,2.38,14/09/2024,Mesa,Livros,307.7,,,
229,28,126,2024-08-16,4.0,422.05,5.0,3.06,16/08/2024,Ficção Científica Pro,Casa,143.38,Ana Paula,MG,cliente126@email.com
230,58,213,2024-09-16,1.0,573.34,5.0,47.09,16/09/2024,Romance,Alimentos,131.82,João Silva,SP,cliente213@email.com
231,20,188,2024-09-17,3.0,371.03,10.0,42.49,17/09/2024,Romance,Vestuário,432.76,Carlos José,RJ,cliente188@email.com
232,34,172,2024-08-19,0.0,82.44,0.0,42.25,19/08/2024,Ficção Científica,Alimentos,288.28,Carlos José,ES,cliente172@email.com
233,5,247,2024-07-21,2.0,380.52,0.0,46.21,21/07/2024,Fone Premium,Eletrônicos,373.36,Maria Souza,MG,cliente247@email.com
234,60,5,2025-08-21,2.0,631.12,5.0,25.26,21/08/2025,Camiseta,Eletrônicos,45.39,,,
235,43,231,2024-08-22,6.0,628.14,5.0,12.37,22/08/2024,Carregador,Vestuário,422.89,Pedro  Santos,MG,cliente231@email.com
236,57,201,2024-08-23,1.0,258.06,0.0,20.07,23/08/2024,Mesa,Casa,212.79,Carlos José,ES,cliente201@email.com
237,57,149,2024-08-24,3.0,310.66,5.0,35.94,24/08/2024,Mesa,Casa,212.79,Pedro  Santos,ES,cliente149@email.com
238,75,72,2024-08-25,3.0,431.46,0.0,43.8,25/08/2024,Cadeira Pro,Eletrônicos,420.27,Pedro  Santos,RJ,cliente72@email.com
239,54,226,2024-08-26,2.0,610.42,0.0,21.75,26/08/2024,Fone,Vestuário,355.91,Pedro  Santos,ES,cliente226@email.com
240,45,74,2024-08-27,2.0,264.27,0.0,26.77,27/08/2024,Ficção Científica,Livros,39.86,João Silva,SP,cliente74@email.com
241,37,169,2024-07-29,5.0,543.3,0.0,46.59,29/07/2024,Notebook,Eletrônicos,156.32,Ana Paula,MG,cliente169@email.com
242,48,249,2024-08-29,5.0,187.41,10.0,5.37,29/08/2024,Cadeira,Eletrônicos,182.53,Ana Paula,SP,cliente249@email.com
243,54,280,2024-08-30,1.0,379.99,0.0,43.11,30/08/2024,Fone,Vestuário,355.91,Carlos José,SP,cliente280@email.com
244,48,152,2024-08-31,2.0,182.97,10.0,7.97,31/08/2024,Cadeira,Eletrônicos,182.53,Carlos José,SP,cliente152@email.com
245,6,224,2024-09-01,2.0,305.92,15.0,24.19,01/09/2024,Calça Jeans,Eletrônicos,361.87,Carlos José,SP,cliente224@email.com
246,34,225,2024-10-02,0.0,102.1,5.0,10.92,02/10/2024,Ficção Científica,Alimentos,288.28,Carlos José,MG,cliente225@email.com
247,63,38,2024-09-03,1.0,465.96,15.0,30.15,03/09/2024,Romance,Livros,101.17,,,
248,78,44,2024-09-04,2.0,10.49,0.0,27.93,04/09/2024,Cadeira,Vestuário,24.22,Carlos José,SP,cliente44@email.com
249,48,185,2024-09-05,3.0,653.17,15.0,19.0,05/09/2024,Cadeira,Eletrônicos,182.53,Ana Paula,SP,cliente185@email.com
250,23,241,2024-10-06,3.0,79.05,5.0,43.17,06/10/2024,Mesa,Alimentos,288.14,Pedro  Santos,MG,cliente241@email.com
251,13,210,2024-10-07,2.0,518.35,0.0,32.99,07/10/2024,Fone,Vestuário,489.55,Pedro  Santos,SP,cliente210@email.com
252,47,23,2024-09-08,3.0,385.65,5.0,36.06,08/09/2024,Mesa,Alimentos,337.22,Pedro  Santos,MG,cliente23@email.com
253,44,124,2024-09-09,2.0,153.77,0.0,7.53,09/09/2024,Fone,Vestuário,465.36,João Silva,SP,cliente124@email.com
254,32,86,2024-09-10,4.0,508.6,15.0,44.16,10/09/2024,Notebook,Eletrônicos,168.72,,,
255,26,43,2024-09-11,2.0,138.96,5.0,8.35,11/09/2024,Ficção Científica,Livros,497.3,Maria Souza,RJ,cliente43@email.com
256,53,40,2024-09-12,7.0,383.49,0.0,11.14,12/09/2024,Carregador,Casa,72.63,João Silva,SP,cliente40@email.com
257,14,169,2024-09-13,3.0,110.29,5.0,6.4,13/09/2024,Mesa,Vestuário,245.94,Ana Paula,MG,cliente169@email.com
258,52,175,2024-09-14,5.0,67.3,0.0,22.02,14/09/2024,Ficção Científica,Eletrônicos,425.09,Maria Souza,RJ,cliente175@email.com
259,36,20,2024-09-15,1.0,577.05,0.0,44.39,15/09/2024,Ficção Científica Pro,Vestuário,42.3,Carlos José,SP,cliente20@email.com
260,8,109,2024-11-15,0.0,150.73,5.0,12.62,15/11/2024,Notebook,Alimentos,273.56,Carlos José,RJ,cliente109@email.com
261,40,193,2024-09-17,2.0,98.57,20.0,18.69,17/09/2024,Cadeira,Vestuário,245.21,Carlos José,SP,cliente193@email.com
262,22,244,2024-09-18,5.0,515.43,10.0,42.3,18/09/2024,Notebook,Alimentos,252.1,Ana Paula,RJ,cliente244@email.com
263,16,280,2024-09-19,1.0,247.86,0.0,30.89,19/09/2024,Camiseta,Vestuário,220.03,Carlos José,SP,cliente280@email.com
264,60,228,2024-09-20,1.0,88.75,5.0,37.58,20/09/2024,Camiseta,Eletrônicos,45.39,,,
265,60,36,2024-11-20,3.0,478.85,0.0,10.7,20/11/2024,Camiseta,Eletrônicos,45.39,Maria Souza,SP,cliente36@email.com
266,10,45,2024-09-22,3.0,381.08,10.0,35.82,22/09/2024,Carregador,Eletrônicos,319.98,Ana Paula,RJ,cliente45@email.com
267,25,28,2024-09-23,4.0,13.62,10.0,11.38,23/09/2024,Carregador,Eletrônicos,26.58,João Silva,RJ,cliente28@email.com
268,31,154,2024-10-24,2.0,556.76,0.0,49.37,24/10/2024,Notebook Pro,,476.77,Carlos José,SP,cliente154@email.com
269,21,23,2024-09-25,4.0,399.12,15.0,27.99,25/09/2024,Cadeiranan,,118.94,Pedro  Santos,MG,cliente23@email.com
270,33,207,2024-09-26,2.0,497.35,0.0,34.78,26/09/2024,Calça Jeans,Vestuário,278.62,Carlos José,RJ,cliente207@email.com
271,31,91,2024-11-26,6.0,146.06,0.0,5.92,26/11/2024,Notebook Pro,,476.77,Maria Souza,RJ,cliente91@email.com
272,21,38,2024-09-28,3.0,413.38,0.0,12.53,28/09/2024,Cadeiranan,,118.94,,,
273,36,228,2024-09-29,3.0,141.08,5.0,6.99,29/09/2024,Ficção Científica Pro,Vestuário,42.3,,,
274,65,202,2024-08-31,5.0,117.26,0.0,19.51,31/08/2024,Romance,Vestuário,201.41,Maria Souza,SP,cliente202@email.com
275,4,254,2024-10-01,4.0,296.72,5.0,14.21,01/10/2024,Camiseta,Eletrônicos,186.4,,,
276,68,38,2024-10-02,1.0,455.81,10.0,36.65,02/10/2024,Cadeira,Casa,18.67,,,
277,4,221,2024-10-03,3.0,96.78,0.0,5.44,03/10/2024,Camiseta,Eletrônicos,186.4,Carlos José,SP,cliente221@email.com
278,9,187,2025-10-04,3.0,184.01,0.0,37.6,04/10/2025,Feijão,Alimentos,256.86,João Silva,MG,cliente187@email.com
279,30,43,2024-10-05,5.0,107.06,5.0,2.29,05/10/2024,Calça Jeans,Livros,375.12,Maria Souza,RJ,cliente43@email.com
280,45,114,2024-10-06,4.0,177.49,20.0,10.1,06/10/2024,Ficção Científica,Livros,39.86,Ana Paula,SP,cliente114@email.com
281,4,260,2024-10-07,4.0,446.83,0.0,39.6,07/10/2024,Camiseta,Eletrônicos,186.4,João Silva,RJ,cliente260@email.com
282,69,5,2024-10-08,6.0,560.37,0.0,37.14,08/10/2024,Carregador Pro,Livros,291.54,,,
283,23,68,2024-10-09,4.0,393.47,0.0,23.82,09/10/2024,Mesa,Alimentos,288.14,Pedro  Santos,MG,cliente68@email.com
284,16,228,2024-10-10,1.0,211.44,5.0,2.5,10/10/2024,Camiseta,Vestuário,220.03,,,
285,22,123,2024-10-11,1.0,21.05,5.0,30.49,11/10/2024,Notebook,Alimentos,252.1,,,
286,72,173,2024-10-12,1.0,410.13,10.0,20.34,12/10/2024,Romance Premium,Vestuário,167.44,Maria Souza,SP,cliente173@email.com
287,48,153,2024-10-13,2.0,127.79,0.0,15.83,13/10/2024,Cadeira,Eletrônicos,182.53,João Silva,ES,cliente153@email.com
288,62,267,2024-10-14,3.0,393.83,0.0,32.02,14/10/2024,Calça Jeans,Alimentos,315.81,Carlos José,ES,cliente267@email.com
289,60,157,2024-10-15,3.0,468.91,0.0,21.83,15/10/2024,Camiseta,Eletrônicos,45.39,,,
290,80,162,2024-10-16,3.0,19.4,0.0,4.62,16/10/2024,Carregador,Eletrônicos,270.86,Pedro  Santos,ES,cliente162@email.com
291,5,214,2024-11-16,3.0,208.22,0.0,45.8,16/11/2024,Fone Premium,Eletrônicos,373.36,Ana Paula,SP,cliente214@email.com
292,80,26,2024-10-18,4.0,102.39,0.0,38.92,18/10/2024,Carregador,Eletrônicos,270.86,Pedro  Santos,ES,cliente26@email.com
293,7,292,2024-10-19,3.0,339.76,15.0,2.82,19/10/2024,Camiseta,Eletrônicos,157.49,Carlos José,MG,cliente292@email.com
294,51,189,2024-10-20,6.0,336.28,15.0,26.25,20/10/2024,Romance,Eletrônicos,164.66,Ana Paula,SP,cliente189@email.com
295,65,122,2024-12-20,2.0,191.51,0.0,4.17,20/12/2024,Romance,Vestuário,201.41,Pedro  Santos,MG,cliente122@email.com
296,9,230,2024-11-21,3.0,62.8,5.0,41.86,21/11/2024,Feijão,Alimentos,256.86,Pedro  Santos,SP,cliente230@email.com
297,45,59,2024-10-23,3.0,236.62,10.0,30.65,23/10/2024,Ficção Científica,Livros,39.86,Pedro  Santos,SP,cliente59@email.com
298,47,96,2024-10-24,2.0,214.38,5.0,8.62,24/10/2024,Mesa,Alimentos,337.22,Maria Souza,RJ,cliente96@email.com
299,67,262,2025-10-25,0.0,527.65,15.0,1.04,25/10/2025,Mesa Pro,Livros,443.88,João Silva,SP,cliente262@email.com
300,24,136,2024-10-26,2.0,115.25,10.0,1.58,26/10/2024,Calça Jeans,Vestuário,385.43,,,
301,10,283,2024-10-27,8.0,396.1,0.0,25.37,27/10/2024,Carregador,Eletrônicos,319.98,Maria Souza,RJ,cliente283@email.com
302,73,120,2024-10-28,4.0,133.5,0.0,36.72,28/10/2024,Romance,Casa,81.75,Carlos José,RJ,cliente120@email.com
303,77,25,2024-10-29,3.0,103.75,0.0,6.04,29/10/2024,Feijão,Vestuário,128.87,Maria Souza,ES,cliente25@email.com
304,48,146,2024-09-30,4.0,370.64,5.0,11.06,30/09/2024,Cadeira,Eletrônicos,182.53,Ana Paula,ES,cliente146@email.com
305,35,12,2024-11-30,3.0,46.97,0.0,16.36,30/11/2024,Carregador,Livros,490.26,Maria Souza,SP,cliente12@email.com
306,54,87,2024-11-01,5.0,418.79,0.0,10.9,01/11/2024,Fone,Vestuário,355.91,Maria Souza,SP,cliente87@email.com
307,71,109,2024-11-02,2.0,121.9,0.0,19.57,02/11/2024,Fone,Alimentos,337.65,Carlos José,RJ,cliente109@email.com
308,16,266,2024-10-04,3.0,588.81,0.0,27.98,04/10/2024,Camiseta,Vestuário,220.03,Ana Paula,ES,cliente266@email.com
309,53,222,2025-01-03,5.0,379.32,15.0,34.25,03/01/2025,Carregador,Casa,72.63,Carlos José,SP,cliente222@email.com
310,40,74,2024-11-05,3.0,8.57,0.0,48.19,05/11/2024,Cadeira,Vestuário,245.21,João Silva,SP,cliente74@email.com
311,20,102,2025-11-06,3.0,643.52,0.0,46.54,06/11/2025,Romance,Vestuário,432.76,Ana Paula,SP,cliente102@email.com
312,69,137,2024-10-08,2.0,319.67,0.0,28.51,08/10/2024,Carregador Pro,Livros,291.54,Ana Paula,MG,cliente137@email.com
313,45,191,2024-12-08,2.0,673.48,10.0,36.71,08/12/2024,Ficção Científica,Livros,39.86,Ana Paula,RJ,cliente191@email.com
314,6,142,2024-11-09,2.0,592.55,5.0,47.54,09/11/2024,Calça Jeans,Eletrônicos,361.87,Maria Souza,SP,cliente142@email.com
315,69,73,2024-11-10,3.0,126.52,10.0,4.17,10/11/2024,Carregador Pro,Livros,291.54,João Silva,SP,cliente73@email.com
316,49,167,2025-01-10,3.0,148.0,0.0,0.28,10/01/2025,Cadeira,Vestuário,130.81,Maria Souza,ES,cliente167@email.com
317,39,168,2024-11-12,3.0,318.07,5.0,1.49,12/11/2024,Carregador,Livros,137.9,Maria Souza,SP,cliente168@email.com
318,2,54,2025-01-12,7.0,285.69,0.0,28.17,12/01/2025,Fone Pro,Eletrônicos,249.48,Carlos José,SP,cliente54@email.com
319,39,259,2024-11-14,8.0,222.39,0.0,38.14,14/11/2024,Carregador,Livros,137.9,Pedro  Santos,RJ,cliente259@email.com
320,21,111,2024-11-15,6.0,590.21,5.0,18.35,15/11/2024,Cadeiranan,,118.94,Pedro  Santos,SP,cliente111@email.com
321,40,232,2024-11-16,3.0,716.47,0.0,27.26,16/11/2024,Cadeira,Vestuário,245.21,Ana Paula,SP,cliente232@email.com
322,54,161,2024-11-17,4.0,343.1,10.0,25.82,17/11/2024,Fone,Vestuário,355.91,Carlos José,SP,cliente161@email.com
323,12,19,2024-10-19,1.0,596.95,0.0,4.74,19/10/2024,Carregador,Vestuário,296.99,João Silva,SP,cliente19@email.com
324,37,290,2025-01-18,2.0,623.54,0.0,16.08,18/01/2025,Notebook,Eletrônicos,156.32,Pedro  Santos,RJ,cliente290@email.com
325,38,50,2025-01-19,2.0,575.62,20.0,0.97,19/01/2025,Ficção Científica,Alimentos,99.5,Pedro  Santos,SP,cliente50@email.com
326,15,175,2024-11-21,4.0,184.24,5.0,5.54,21/11/2024,Carregador,Eletrônicos,453.52,Maria Souza,RJ,cliente175@email.com
327,7,184,2024-11-22,5.0,174.73,10.0,40.59,22/11/2024,Camiseta,Eletrônicos,157.49,,,
328,78,185,2024-11-23,0.0,404.72,15.0,41.47,23/11/2024,Cadeira,Vestuário,24.22,Ana Paula,SP,cliente185@email.com
329,50,81,2024-11-24,1.0,494.41,5.0,40.1,24/11/2024,Notebook,Alimentos,151.17,Maria Souza,MG,cliente81@email.com
330,65,156,2024-11-25,4.0,302.69,15.0,36.34,25/11/2024,Romance,Vestuário,201.41,Maria Souza,RJ,cliente156@email.com
331,67,275,2024-11-26,0.0,58.41,5.0,39.67,26/11/2024,Mesa Pro,Livros,443.88,Maria Souza,SP,cliente275@email.com
332,44,283,2024-11-27,5.0,412.33,0.0,33.55,27/11/2024,Fone,Vestuário,465.36,Maria Souza,RJ,cliente283@email.com
333,31,249,2024-11-28,3.0,431.52,0.0,33.49,28/11/2024,Notebook Pro,,476.77,Ana Paula,SP,cliente249@email.com
334,43,147,2024-10-30,0.0,626.36,5.0,33.37,30/10/2024,Carregador,Vestuário,422.89,João Silva,SP,cliente147@email.com
335,77,7,2025-01-29,4.0,696.41,0.0,25.7,29/01/2025,Feijão,Vestuário,128.87,Carlos José,RJ,cliente7@email.com
336,48,157,2024-12-01,2.0,674.11,0.0,18.17,01/12/2024,Cadeira,Eletrônicos,182.53,,,
337,61,171,2024-12-02,3.0,406.76,0.0,36.51,02/12/2024,Romance,Eletrônicos,7.57,Carlos José,RJ,cliente171@email.com
338,75,69,2025-01-02,2.0,165.31,0.0,14.93,02/01/2025,Cadeira Pro,Eletrônicos,420.27,Pedro  Santos,RJ,cliente69@email.com
339,10,94,2024-12-04,4.0,395.35,0.0,27.15,04/12/2024,Carregador,Eletrônicos,319.98,João Silva,ES,cliente94@email.com
340,29,186,2025-02-03,4.0,643.09,0.0,21.67,03/02/2025,Feijão,Vestuário,442.33,João Silva,SP,cliente186@email.com
341,48,170,2025-02-04,2.0,267.55,0.0,13.83,04/02/2025,Cadeira,Eletrônicos,182.53,João Silva,RJ,cliente170@email.com
342,62,204,2024-12-07,7.0,588.18,0.0,48.73,07/12/2024,Calça Jeans,Alimentos,315.81,Maria Souza,ES,cliente204@email.com
343,13,42,2024-12-08,4.0,472.75,5.0,12.94,08/12/2024,Fone,Vestuário,489.55,Maria Souza,MG,cliente42@email.com
344,44,13,2024-12-09,4.0,411.28,0.0,15.46,09/12/2024,Fone,Vestuário,465.36,Maria Souza,SP,cliente13@email.com
345,47,154,2024-12-10,5.0,586.06,20.0,8.08,10/12/2024,Mesa,Alimentos,337.22,Carlos José,SP,cliente154@email.com
346,64,274,2024-12-11,7.0,115.45,15.0,41.15,11/12/2024,Fone,Livros,40.12,João Silva,RJ,cliente274@email.com
347,53,298,2025-02-10,2.0,370.35,5.0,29.33,10/02/2025,Carregador,Casa,72.63,Carlos José,SP,cliente298@email.com
348,77,51,2024-12-13,7.0,499.96,10.0,30.65,13/12/2024,Feijão,Vestuário,128.87,Maria Souza,SP,cliente51@email.com
349,76,212,2024-12-14,4.0,227.22,0.0,41.03,14/12/2024,Cadeira,Vestuário,430.9,Ana Paula,SP,cliente212@email.com
350,44,144,2025-12-15,3.0,530.71,0.0,17.15,15/12/2025,Fone,Vestuário,465.36,Carlos José,RJ,cliente144@email.com
351,28,3,2025-01-15,3.0,230.04,0.0,9.68,15/01/2025,Ficção Científica Pro,Casa,143.38,Maria Souza,RJ,cliente3@email.com
352,2,254,2024-12-17,4.0,490.5,0.0,9.92,17/12/2024,Fone Pro,Eletrônicos,249.48,,,
353,57,256,2024-12-18,1.0,659.58,0.0,36.63,18/12/2024,Mesa,Casa,212.79,Carlos José,ES,cliente256@email.com
354,57,98,2024-12-19,0.0,439.19,5.0,30.71,19/12/2024,Mesa,Casa,212.79,Maria Souza,SP,cliente98@email.com
355,34,173,2024-12-20,0.0,269.3,0.0,10.32,20/12/2024,Ficção Científica,Alimentos,288.28,Maria Souza,SP,cliente173@email.com
356,58,150,2024-12-21,3.0,175.21,5.0,7.25,21/12/2024,Romance,Alimentos,131.82,Carlos José,SP,cliente150@email.com
357,52,279,2024-12-22,1.0,485.57,5.0,6.03,22/12/2024,Ficção Científica,Eletrônicos,425.09,Carlos José,SP,cliente279@email.com
358,29,59,2024-11-23,4.0,299.33,0.0,31.39,23/11/2024,Feijão,Vestuário,442.33,Pedro  Santos,SP,cliente59@email.com
359,35,113,2024-12-24,3.0,27.26,0.0,0.01,24/12/2024,Carregador,Livros,490.26,Pedro  Santos,SP,cliente113@email.com
360,75,243,2025-02-23,4.0,593.32,10.0,0.92,23/02/2025,Cadeira Pro,Eletrônicos,420.27,Maria Souza,SP,cliente243@email.com
361,48,57,2024-11-26,4.0,217.12,5.0,19.48,26/11/2024,Cadeira,Eletrônicos,182.53,João Silva,ES,cliente57@email.com
362,33,60,2024-12-27,7.0,245.22,0.0,34.57,27/12/2024,Calça Jeans,Vestuário,278.62,Ana Paula,RJ,cliente60@email.com
363,75,216,2025-02-26,3.0,557.38,0.0,34.75,26/02/2025,Cadeira Pro,Eletrônicos,420.27,,,
364,73,233,2024-12-29,2.0,277.55,20.0,21.51,29/12/2024,Romance,Casa,81.75,João Silva,SP,cliente233@email.com
365,78,55,2025-12-30,4.0,632.11,5.0,34.55,30/12/2025,Cadeira,Vestuário,24.22,Ana Paula,MG,cliente55@email.com
366,9,208,2024-12-31,0.0,75.9,5.0,26.05,31/12/2024,Feijão,Alimentos,256.86,João Silva,ES,cliente208@email.com
367,48,63,2025-01-01,3.0,364.58,0.0,48.85,01/01/2025,Cadeira,Eletrônicos,182.53,Pedro  Santos,MG,cliente63@email.com
368,67,184,2025-01-02,1.0,321.79,0.0,8.12,02/01/2025,Mesa Pro,Livros,443.88,,,
369,36,281,2025-03-04,2.0,447.06,5.0,30.03,04/03/2025,Ficção Científica Pro,Vestuário,42.3,João Silva,MG,cliente281@email.com
370,71,26,2025-02-03,8.0,160.01,15.0,24.56,03/02/2025,Fone,Alimentos,337.65,Pedro  Santos,ES,cliente26@email.com
371,44,177,2025-01-05,2.0,457.53,15.0,9.72,05/01/2025,Fone,Vestuário,465.36,Maria Souza,RJ,cliente177@email.com
372,60,63,2025-03-07,1.0,393.36,0.0,37.5,07/03/2025,Camiseta,Eletrônicos,45.39,Pedro  Santos,MG,cliente63@email.com
373,63,73,2025-01-07,3.0,188.39,0.0,13.78,07/01/2025,Romance,Livros,101.17,João Silva,SP,cliente73@email.com
374,5,167,2025-01-08,6.0,249.76,10.0,19.09,08/01/2025,Fone Premium,Eletrônicos,373.36,Maria Souza,ES,cliente167@email.com
375,76,225,2025-01-09,2.0,196.48,0.0,18.74,09/01/2025,Cadeira,Vestuário,430.9,Carlos José,MG,cliente225@email.com
376,40,65,2025-01-10,5.0,76.34,0.0,12.21,10/01/2025,Cadeira,Vestuário,245.21,João Silva,ES,cliente65@email.com
377,19,69,2025-01-11,1.0,432.85,0.0,21.54,11/01/2025,Romance,Vestuário,336.12,Pedro  Santos,RJ,cliente69@email.com
378,47,9,2026-01-12,4.0,192.93,0.0,23.67,12/01/2026,Mesa,Alimentos,337.22,Ana Paula,RJ,cliente9@email.com
379,65,236,2025-01-13,3.0,170.53,0.0,37.21,13/01/2025,Romance,Vestuário,201.41,João Silva,ES,cliente236@email.com
380,67,198,2025-01-14,2.0,333.46,10.0,38.25,14/01/2025,Mesa Pro,Livros,443.88,Pedro  Santos,MG,cliente198@email.com
381,18,173,2025-01-15,2.0,460.01,20.0,7.93,15/01/2025,Camiseta Premium,Alimentos,324.33,Maria Souza,SP,cliente173@email.com
382,50,282,2025-03-17,3.0,495.33,10.0,29.64,17/03/2025,Notebook,Alimentos,151.17,João Silva,SP,cliente282@email.com
383,30,28,2024-12-18,0.0,459.07,0.0,44.81,18/12/2024,Calça Jeans,Livros,375.12,João Silva,RJ,cliente28@email.com
384,66,296,2025-01-18,1.0,231.29,0.0,5.44,18/01/2025,Feijão Premium,Livros,30.13,Pedro  Santos,SP,cliente296@email.com
385,5,134,2025-03-20,2.0,555.05,0.0,23.65,20/03/2025,Fone Premium,Eletrônicos,373.36,Carlos José,SP,cliente134@email.com
386,42,27,2025-01-20,3.0,332.39,15.0,37.52,20/01/2025,Cadeira Pro,Casa,200.37,Carlos José,SP,cliente27@email.com
387,5,38,2025-03-22,4.0,41.3,20.0,30.57,22/03/2025,Fone Premium,Eletrônicos,373.36,,,
388,50,196,2025-01-22,2.0,725.65,15.0,5.03,22/01/2025,Notebook,Alimentos,151.17,,,
389,58,203,2026-01-23,4.0,507.59,15.0,19.83,23/01/2026,Romance,Alimentos,131.82,Ana Paula,MG,cliente203@email.com
390,79,85,2025-01-24,3.0,166.58,0.0,25.36,24/01/2025,Smartphone,Casa,155.12,Pedro  Santos,SP,cliente85@email.com
391,8,30,2025-01-25,4.0,182.31,0.0,49.79,25/01/2025,Notebook,Alimentos,273.56,Ana Paula,SP,cliente30@email.com
392,31,99,2025-02-25,3.0,483.06,0.0,8.93,25/02/2025,Notebook Pro,,476.77,Carlos José,RJ,cliente99@email.com
393,12,190,2025-01-27,4.0,657.3,0.0,49.12,27/01/2025,Carregador,Vestuário,296.99,Ana Paula,MG,cliente190@email.com
394,21,12,2025-01-28,0.0,598.08,0.0,18.81,28/01/2025,Cadeiranan,,118.94,Maria Souza,SP,cliente12@email.com
395,62,91,2025-01-29,4.0,627.29,10.0,10.02,29/01/2025,Calça Jeans,Alimentos,315.81,Maria Souza,RJ,cliente91@email.com
396,33,30,2025-01-30,5.0,184.72,0.0,20.71,30/01/2025,Calça Jeans,Vestuário,278.62,Ana Paula,SP,cliente30@email.com
397,26,213,2025-01-31,2.0,638.64,15.0,30.7,31/01/2025,Ficção Científica,Livros,497.3,João Silva,SP,cliente213@email.com
398,40,38,2025-02-01,7.0,266.72,0.0,10.67,01/02/2025,Cadeira,Vestuário,245.21,,,
399,65,60,2025-02-02,6.0,359.69,15.0,14.57,02/02/2025,Romance,Vestuário,201.41,Ana Paula,RJ,cliente60@email.com
400,59,294,2025-02-03,2.0,688.15,10.0,42.73,03/02/2025,Mesa,Livros,307.7,,,
